Source,URL,Mise à jour,Catégorie,Question,Réponse,,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Le virus,Qu’est-ce que le coronavirus COVID-19 ?,"Les coronavirus sont une famille de virus, qui provoquent des maladies allant d’un simple rhume (certains virus saisonniers sont des coronavirus) à des pathologies plus sévères comme le MERS-CoV ou le SRAS. 
Le virus identifié en janvier 2020 en Chine est un nouveau coronavirus, nommé SARS-CoV-2. La maladie provoquée par ce coronavirus a été nommée COVID-19 par l’Organisation mondiale de la Santé - OMS. Depuis le 11 mars 2020, l’OMS qualifie la situation mondiale du COVID-19 de pandémie ; c’est-à-dire que l’épidémie est désormais mondiale.",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Le virus,D’où vient le coronavirus COVID-19 ? ,Les premières personnes à avoir contracté le virus s’étaient rendues au marché de Wuhan dans la Province de Hubei en Chine. La maladie semblerait donc venir d’un animal (zoonose) mais l’origine n’a pas été confirmée.,,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Le virus,Quel est la dangerosité du coronavirus ?,"Le coronavirus est dangereux pour trois raisons :
-	Il est tres contagieux : chaque personne infectée va contaminer au moins 3 personnes en l'absence de mesures de protection.
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis salarié,Les démissions sont-elles autorisées pendant le confinement ?,"Oui, selon les modalités prévues à votre contrat de travail, par votre convention collective applicable ou à défaut par la loi.

Pour toute info sur les modalités consultez notre fiche pratique sur la démission : https://travail-emploi.gouv.fr/droit-du-travail/la-rupture-du-contrat-de-travail/article/la-demission",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Quelles sont les recommandations sanitaires pour les entreprises en France ?,"La principale recommandation pour les entreprises est de placer leurs salariés en télétravail autant que faire se peut et d’éviter les déplacements professionnels afin de limiter la propagation du virus.

Elles doivent également appliquer les mesures recommandées pour aménager les postes de travail notamment pour permettre une distance d’un mètre entre les salariés.

En ma qualité d’employeur :

je réorganise le ou les postes de travail concerné(s) après analyse des risques en privilégiant le télétravail ;
si le télétravail n’est pas possible, je fais en sorte que mon ou mes salarié(s) évite(nt) :
les lieux où se trouvent des personnes fragiles ;
toute sortie ou réunion non indispensable (conférences, meetings, etc.) ;
les contacts proches (cantine, ascenseurs, etc.).
Je dois également consulter le comité social et économique en cas de modification importante de l’organisation du travail (article L. 2312-8 du Code du travail). Le recours à la visioconférence est encouragé si nécessaire pour éviter les contacts physiques et si l’urgence l’exige, je peux prendre des mesures conservatoires avant d’avoir procédé à la consultation de mon CSE.

Il est rappelé que la transmission du virus se fait par un « contact étroit » avec une personne déjà contaminée, par l’inhalation de gouttelettes infectieuses émises lors d’éternuements ou de toux par la personne contaminée.

Il y a lieu dès lors de distinguer deux situations :

lorsque les contacts sont brefs, les mesures « barrières », disponibles et actualisées sur le site https://www.gouvernement.fr/info-coronavirus, notamment celles ayant trait au lavage très régulier des mains, permettent de préserver la santé de vos collaborateurs et celle de votre entourage.
lorsque les contacts sont prolongés et proches, il y a lieu pour les postes de travail en contact avec le public de compléter les mesures « barrières » par exemple par l’installation d’une zone de courtoisie d’un mètre, par le nettoyage des surfaces avec un produit approprié, ainsi que par le lavage fréquent des mains.
En cas de suspicion de risque ou de contamination, il convient de se référer aux recommandations du gouvernement disponibles et actualisées sur la page suivante : www.gouvernement.fr/info-coronavirus

À ce jour en France, selon les recommandations de l’INRS, aucune mesure spécifique n’est à prendre concernant la ventilation mécanique des bâtiments de travail.",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Que dois-je faire pour assurer la sécurité et la santé de mon personnel ?,"Une situation d’épidémie impose une vigilance toute particulière dans l’intérêt des salariés et des entreprises. La présence des salariés nécessaires au fonctionnement de l’entreprise sera largement fonction de la capacité de l’entreprise à répondre aux inquiétudes des salariés et des assurances qui leur seront données d’être correctement protégés contre les risques spécifiques liés au virus (notamment les salariés en contact avec le public).

Le Code du travail impose à l’employeur de prendre les mesures nécessaires pour assurer la sécurité et la protection de la santé de son personnel. A ce titre, il doit procéder à une évaluation du risque professionnel. Cette évaluation doit être renouvelée en raison de l’épidémie pour réduire au maximum les risques de contagion sur le lieu de travail ou à l’occasion du travail par des mesures telles que des actions de prévention, des actions d’information et de formation ainsi que la mise en place de moyens adaptés, conformément aux instructions des pouvoirs publics.

L’employeur doit veiller à leur adaptation constante pour tenir compte du changement des circonstances.

Cette nouvelle évaluation doit être retranscrite dans le document unique d’évaluation des risques qui doit être actualisé pour tenir compte des changements de circonstances.

Les mesures de prévention qui découlent de l’actualisation du document unique d’évaluation des risques doivent être enfin portées à la connaissance des salariés selon des modalités adaptées afin de permettre leur pleine application.

Cette démarche est conduite selon une procédure faisant intervenir les instances représentatives du personnel (CSE) ainsi que le service de santé au travail.

Suite au passage au stade 3 de l’épidémie, le télétravail devient la norme pour tous les postes qui le permettent. Si votre activité ne le permet pas, vous devez alors garantir la sécurité de vos salariés en repensant l’organisation du travail :
- Les règles de distanciation et les gestes barrière doivent impérativement être respectées
- Limiter au strict nécessaire les réunions :
- la plupart peuvent être organisées à distance ;
- les autres doivent être organisées dans le respect des règles de distanciation ;
- Limiter les regroupements de salariés dans des espaces réduits.
- Les déplacements non indispensables doivent être annulés ou reportés
- L’organisation du travail doit être au maximum adaptée, par exemple mettre en place la rotation des équipes.",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Comment mettre en œuvre le télétravail ?,"Depuis le passage au stade 3 de l’épidémie, la mise en œuvre du télétravail doit être impérative dès lors que le poste de travail le permet. Le télétravail peut être mis en œuvre lorsque l’aménagement du poste de travail est rendu nécessaire pour permettre la continuité de l’activité de l’entreprise et pour garantir la protection des salariés.

L’article L. 1222-11 du Code du travail mentionne le risque épidémique comme pouvant justifier le recours au télétravail sans l’accord du salarié. La mise en œuvre du télétravail dans ce cadre ne nécessite aucun formalisme particulier.",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Quelles mesures prendre pour les salariés affectés à un poste de travail en contact avec le public ?,"La transmission du virus se fait par un « contact étroit » avec une personne déjà contaminée, par l’inhalation de gouttelettes infectieuses quand elle tousse ou éternue.

Si les contacts sont brefs, les mesures « barrières » notamment celles ayant trait à la limitation des contacts et au lavage très régulier des mains suffisent.
Si les contacts sont prolongés et proches, il y a lieu de compléter les mesures « barrières » par le maintien d’une zone de distance d’un mètre entre votre salarié et la clientèle, par le nettoyage des surfaces avec un produit détergent, ainsi que par le lavage régulier et savonné des mains.",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Puis-je recourir à des masques dont la date de péremption est dépassée ?,"Pour parer à l’urgence sanitaire, le Ministère du Travail autorise l’utilisation des masques FFP2 dont la date de péremption n’excède pas 24 mois et qui doivent impérativement respecter les consignes cumulatives suivantes :
1- Les masques doivent avoir été stockés dans les conditions de conservation conformes à celles prévues par le fabricant ou le distributeur ;
2- Avant leur utilisation, les masques devront avoir fait l’objet de 4 tests successifs :

vérifier l’intégrité des conditionnements par contrôle visuel ;
vérifier l’apparence (couleur d’origine) du masque par contrôle visuel ;
vérifier la solidité des élastiques et de la barrette nasale de maintien du masque ;
réaliser un essai d’ajustement du masque sur le visage.",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Peut-on travailler en usine malgré le confinement ?,"Oui, dès lors que les prescriptions sanitaires diffusées par le gouvernement sont respectées, et notamment l’application stricte des « gestes barrières » tels qu’une distance de plus d’un mètre entre collègues en toute circonstance, le lavage très réguliers des mains avec du savon ou du gel hydro-alcoolique, etc.
Consulter à ce propos notre article « Quelles mesures l’employeur doit-il prendre pour protéger la sante de ses salaries face au virus ? ».",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,La responsabilité de l’employeur peut-elle être engagée ?,"Aux termes de la loi, « l’employeur doit prendre les mesures nécessaires pour assurer la sécurité et la santé physique et mentale des travailleurs. Ces mesures comprennent des actions de prévention des risques professionnels, des actions d’information et de formation, la mise en place d’une organisation et de moyens adaptés » et il doit veiller à « l’adaptation de ces mesures pour tenir compte du changement des circonstances et tendre à l’amélioration des situations existantes ». Cette obligation est une obligation de moyen renforcée : l’employeur peut s’exonérer de sa responsabilité en prouvant qu’il a mis en œuvre les mesures de prévention.

Ainsi, il n’incombe pas à l’employeur de garantir l’absence de toute exposition des salariés à des risques mais de les éviter le plus possible et s’ils ne peuvent être évités, de les évaluer régulièrement en fonction notamment des recommandations du gouvernement, afin de prendre ensuite toutes les mesures utiles pour protéger les travailleurs exposés.

C’est au regard de ce cadre que doivent être définies les obligations respectives des employeurs mais aussi des salariés.

Il incombe à l’employeur dans la situation actuelle de :
- procéder à l’évaluation des risques encourus sur les lieux de travail qui ne peuvent être évités en fonction de la nature du travail à effectuer ;
- déterminer, en fonction de cette évaluation les mesures de prévention les plus pertinentes ;
- associer à ce travail les représentants du personnel ;
- solliciter lorsque cela est possible le service de médecine du travail qui a pour mission de conseiller les employeurs, les travailleurs et leurs représentants et, à ce titre, de préconiser toute information utile sur les mesures de protection efficaces, la mise en oeuvre des « gestes barrière » ;
- respecter et faire respecter les gestes barrière recommandés par les autorités sanitaires.

Quelle que soit la situation, le respect de cette obligation spécifique ou au contraire sa méconnaissance ne sont pas présumés (sauf rares exceptions) et doivent faire l’objet d’une démonstration, en cas de litige.

Face à la pandémie, la responsabilité de l’employeur est évaluée au cas par cas, au regard de plusieurs critères : nature des activités du salarié et son niveau d’exposition aux risques, compétences de l’intéressé, expérience, étendue des mesures prises par l’employeur, notamment en termes de formation et d’information, d’organisation du travail, d’instructions délivrées à la chaîne hiérarchique. Ces mesures doivent, le cas échéant, être réactualisées en fonction de l’évolution de la situation dans l’entreprise mais aussi des instructions des pouvoirs publics. En cas d’infection au virus, s’il est pris en charge au titre d’un accident du travail par la sécurité sociale, une éventuelle faute inexcusable de l’employeur qui ouvre droit à une réparation intégrale du préjudice ne peut être retenue que s’il est démontré que celui-ci avait conscience du danger auquel était exposé le salarié et qu’il n’a pas pris les mesures nécessaires pour l’en préserver. Dans le cadre du Covid-19, les mesures nécessaires sont celles préconisées par le Gouvernement, en particulier les mesures prises pour respecter les gestes barrière et les règles de distanciation.

Le législateur précise également que chaque salarié est acteur de sa propre protection puisqu’il doit, « prendre soin, en fonction de sa formation et selon ses possibilités, de sa santé et sécurité ainsi que celles des autres personnes concernées par ses actes ou ses omissions au travail ». Il incombe donc ainsi au salarié au regard du risque de contamination d’assurer sa propre protection, en respectant par exemple « les gestes barrière », celle de ses collègues et celle aussi des tiers évoluant dans leur environnement immédiat de travail.",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Pourquoi et comment puis-je actualiser le document unique d’évaluation des risques ?,"L’actualisation du document unique d’évaluation des risques prévue à l’article R. 4121-2 du Code du travail est nécessaire du fait de l’épidémie actuelle liée au virus COVID-19. Elle permet de prévoir les mesures de prévention et de protection adéquates dont, par exemple, la mise en sécurité des installations en mode dégradé si nécessaire.

Naturellement, toute mesure le justifiant devra être répercutée vers les entreprises intervenant au sein de mon établissement dans le cadre de l’adaptation des plans de prévention qui devront également être mis à jour conformément aux dispositions de l’article R. 4513-4 du Code du travail.

Certaines situations spécifiques doivent faire l’objet d’une attention particulière lors de l’actualisation de l’évaluation des risques.

A cet égard l’actualisation de l’évaluation des risques visera particulièrement à identifier les situations de travail pour lesquelles les conditions de transmission du coronavirus COVID-19 peuvent se trouver réunies. On considère de ce point de vue qu’un contact étroit avec une personne contaminée est nécessaire pour transmettre la maladie : même lieu de vie, contact direct à moins d’un mètre lors d’une toux, d’un éternuement ou discussion de plus de 15 minutes en l’absence de mesures de protection. Un des vecteurs privilégiés de la transmission du virus est le contact des mains non lavées. La combinaison de ces critères permettra d’identifier le risque et les mesures de prévention à mettre en œuvre.

Il ne s’agit pas de traiter exclusivement les risques directement générés par l’activité professionnelle habituelle mais également d’anticiper les risques liés à l’épidémie de coronavirus COVID-19.

Les risques nouveaux générés par le fonctionnement dégradé de l’entreprise (aménagement des locaux, réorganisation du travail, affectation sur un nouveau poste de travail, télétravail…) et ceux liés à l’exposition au virus impliquent d’actualiser le document unique d’évaluation des risques.",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Que faire si mon salarié présente des symptômes ?,"En l’état actuel des connaissances, les symptômes principaux de l’infection respiratoire provoquée par le coronavirus COVID-19 sont la fièvre et des signes respiratoires de type toux ou essoufflement.
En cas de suspicion, il convient de consulter le site www.gouvernement.fr/info-coronavirus et de renvoyer le salarié à son domicile pour qu’il appelle son médecin. En cas de symptômes graves, l’employeur, doit contacter le 15.",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Quelles mesures prendre si un de mes salariés est contaminé ?,"Le Code du travail prévoit que l’employeur doit prendre les mesures nécessaires « pour assurer la sécurité et protéger la santé physique et morale des travailleurs » (article L. 4121-1 du Code du travail). A ce titre, l’employeur peut être fondé à prendre des dispositions contraignantes pour assurer la protection de la santé du personnel après évaluation du risque de contagion dans l’entreprise.

Il est rappelé que la transmission du virus se fait par un « contact étroit » avec une personne déjà contaminée, notamment par l’émission de gouttelettes infectieuses lors d’éternuements ou de toux qui pénètrent dans les voies respiratoires.

Dès lors, en cas de contamination, les mesures suivantes devront être prises, le coronavirus pouvant probablement survivre 3 heures sur des surfaces sèches :
- équipement des personnes en charge du nettoyage des sols et surfaces avec port d’une blouse à usage unique, de gants de ménage (le port de masque de protection respiratoire n’est pas nécessaire du fait de l’absence d’aérosolisation par les sols et surfaces) ;
- entretien des sols : privilégier une stratégie de lavage-désinfection humide de sorte que :

les sols et surfaces soient nettoyés avec un bandeau de lavage à usage unique imprégné d’un produit détergent ;
les sols et surfaces soient en suite rincés à l’eau du réseau d’eau potable avec un autre bandeau de lavage à usage unique ;
un temps de séchage suffisant de ces sols et surfaces soit laissé ;
les sols et surfaces doivent être désinfectés avec de l’eau de javel diluée avec un bandeau de lavage à usage unique différent des deux précédents.
- les déchets produits par la personne contaminée suivent la filière d’élimination classique.

Dans ces conditions, dès lors que ces mesures sont mises en œuvre par l’employeur - elles sont disponibles et actualisées sur la page suivante : https://www.gouvernement.fr/info-coronavirus - la seule circonstance qu’un salarié a été contaminé ne suffit pas, sous réserve de l’appréciation souveraine des tribunaux, à considérer qu’il justifie d’un motif raisonnable pour exercer son droit de retrait.",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,L’entreprise doit-elle fermer s’il y a eu des cas confirmés ?,"Consultez le document rappelant lesobligations des employeurs en matière de protection de la santé des travailleurs. Parmi ces obligations, figurent notamment, outre la nécessité d’assurer le respect des gestes barrière, la nécessité d’informer les salariés susceptibles d’avoir été en contact avec un personnel contaminé, la nécessité de prendre toute mesure d’organisation adaptée et de faire procéder sans délai à un nettoyage approprié des surfaces concernées par le risque de contamination.

Ainsi, les espaces de travail occupés par les personnes infectées ou suspectées de l’être doivent être nettoyés selon un protocole précis. Enfin, il est recommandé à l’employeur d’associer si possible son service de santé au travail afin d’obtenir des recommandations au plus près de sa situation et de se rapprocher des représentants du personnel. Il n’y a donc pas d’obligation de fermeture mais obligation pour l’employeur de mettre en place les mesures qui ont été définies par les autorités.",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Quel est le rôle du médecin du travail ?,"Le médecin du travail joue un rôle central dans la prévention des risques professionnels et la protection de la santé des travailleurs. Il coordonne les équipes composées de plusieurs professionnels (infirmiers, assistants en santé, psychologues, ergonomes, etc.) au sein des services de santé au travail. Le code du travail lui attribue une mission de conseil essentielle auprès des salariés, des employeurs et des représentants du personnel.
Les services de santé au travail sont activement mobilisés dans la lutte contre le covid-19. L’ordonnance publiée le 2 avril 2020 prévoit que pendant la crise, leurs missions doivent être tournées vers les priorités suivantes :
- la diffusion dans le monde du travail de messages de prévention contre le risque de contagion ;
- l’appui aux entreprises dans la définition et la mise en œuvre des mesures de prévention adéquates contre ce risque. A ce titre, les services de santé au travail doivent être particulièrement attentifs aux sollicitations des salariés et des entreprises concernant le covid-19 ;
- l’accompagnement des entreprises amenées, par l’effet de la crise sanitaire, à accroître ou adapter leur activité. Cela concerne notamment les visites d’embauche. La majorité d’entre elles pourront être reportées sans que cela ne freine l’embauche mais les visites des travailleurs en suivi individuel renforcé (du fait des risques liés à leur poste) et des travailleurs en suivi adapté (travailleurs handicapés, moins de 18 ans, femmes enceintes ou revenant de congé maternité, travailleurs de nuit, titulaires de pensions d’invalidité) devront être maintenues. Ces règles seront précisées par un décret qui sera publié prochainement.
Enfin, l’ordonnance prévoit que les médecins du travail pourront participer à des missions de dépistage et prescrire des arrêts de travail. Ces dispositions ne sont pas encore entrées en vigueur car des textes réglementaires doivent être prochainement publiés pour les préciser.",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Quelles sont les règles générales relatives à l’exercice du droit de retrait ?,"a). Dans quelles conditions un salarié peut-il exercer son droit de retrait ?
En vertu des articles L. 4131-1 et suivants du Code du travail, un travailleur peut se retirer d’une situation de travail dont il a un motif raisonnable de penser qu’elle présente un danger grave et imminent pour sa vie ou sa santé. Il doit alerter l’employeur de cette situation. Il s’agit d’un droit individuel et subjectif.

Il convient de souligner que le droit de retrait vise une situation particulière de travail et non une situation générale de pandémie.

Le droit de retrait doit être exercé de telle manière qu’il ne puisse créer pour autrui une nouvelle situation de danger grave et imminent (article L. 4132-1 du Code du travail). Cela implique que le retrait ne peut s’effectuer si le risque concerne des personnes extérieures à l’entreprise, notamment des usagers (circulaire DRT n° 93/15 du 26 mars 1993).

Dans le contexte actuel, dans la mesure où l’employeur a mis en œuvre les dispositions prévues par le Code du travail et les recommandations nationales (https://www.gouvernement.fr/info-coronavirus) visant à protéger la santé et à assurer la sécurité de son personnel, qu’il a informé et préparé son personnel, notamment dans le cadre des institutions représentatives du personnel, le droit individuel de retrait ne peut en principe pas trouver à s’exercer.

L’appréciation des éléments pouvant faire penser que le maintien au poste de travail présente un danger grave et imminent relève, le cas échéant, du juge qui vérifie le caractère raisonnable du motif.

b). Que puis-je faire si l’exercice du droit de retrait est abusif ?

Aucune sanction ou retenue sur salaire ne peut être appliquée du fait de l’exercice légitime du droit de retrait. L’employeur ne peut demander au travailleur qui a fait usage de son droit de retrait de reprendre son activité dans une situation de travail où persiste un danger grave et imminent.

A contrario, si l’exercice de ce droit est manifestement abusif, une retenue sur salaire pour inexécution du contrat de travail peut être effectuée. L’exercice non fondé de ce droit ne caractérise pas l’existence d’une faute grave, mais peut constituer une cause réelle et sérieuse de licenciement. Ces dispositions s’exercent le cas échéant sous le contrôle du juge.

c). Qu’est-ce qu’un danger grave et imminent ?

L’appréciation se fait au cas par cas. Peut être considéré comme « grave » tout danger susceptible de produire un accident ou une maladie entraînant la mort ou paraissant devoir entraîner une incapacité permanente ou temporaire prolongée et comme « imminent », tout danger susceptible de se réaliser brutalement dans un délai rapproché.
",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Que faire si un salarié de votre entreprise doit garder son enfant de moins de 16 ans concerné par une mesure de fermeture de son établissement scolaire ?,"Mon salarié me contacte pour m’informer de sa situation et envisager avec moi les possibilités de télétravail.

Si le poste de travail le permet, le télétravail est la solution à privilégier. Cette modalité d’organisation du travail requiert habituellement l’accord (recueilli par tous moyens) du salarié et de l’employeur, ce qui est la solution préférable. Au regard de son droit au télétravail (article L. 1222-9 du Code du travail), mon salarié peut me demander à bénéficier de cette modalité de travail.

L’article L. 1222-11 du Code du travail mentionne aussi le risque épidémique comme pouvant justifier le recours au télétravail sans l’accord du salarié. Je peux donc décider unilatéralement, si la situation le requiert, de placer mon salarié en télétravail ou de modifier ses dates de congés déjà posés.

Si aucune autre solution ne peut être retenue, mon salarié peut être placé en arrêt de travail et indemnisé.

Pour cela, je déclare son arrêt sur le site Internet dédié https://www.ameli.fr ou sur le site https://declare.ameli.fr. Je demande à mon salarié de m’adresser une attestation dans laquelle il s’engage à être le seul parent qui demande le bénéfice d’un arrêt de travail pour garder l’enfant à domicile dont il indique le nom et l’âge, le nom de l’établissement scolaire et celui de la commune où l’enfant est scolarisé ainsi que la période de fermeture de l’établissement scolaire concerné. Mon salarié m’informe également dès la réouverture de l’établissement.

Une fois ma déclaration effectuée, je reçois un courriel confirmant ma déclaration. J’envoie ensuite les éléments nécessaires à la liquidation de l’indemnité journalière selon la procédure habituelle applicable aux arrêts maladie. Si mon salarié reprend son activité avant la date de fin de l’arrêt indiquée, j’en informe l’assurance maladie selon la procédure habituelle applicable aux arrêts maladie.

J’applique le complément employeur prévu par le Code du travail (indemnité complémentaire prévue à l’article L. 1226-1 du Code du travail) ou par ma convention collective.

Dans la mesure du possible, je maintiens le salaire de mon salarié à hauteur de l’indemnisation versée par la sécurité sociale et du complément employeur pour les salariés concernés. Dans ce cas, je suis subrogé de plein droit dans les droits de mon salarié envers l’assurance maladie.

Le parent d’un enfant qui doit être maintenu à domicile parce que résidant dans une zone de circulation active du coronavirus peut également bénéficier d’un arrêt indemnisé dans les mêmes conditions, même si l’établissement qui accueille l’enfant est situé en dehors de cette zone.
",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Quel est le rôle du comité social et économique et dans quels cas dois-je l’informer/le consulter ?,"Le CSE joue un rôle particulièrement important dans les situations de crises.

Il devra ainsi être associé à la démarche d’actualisation des risques et consulté sur la mise à jour du document unique d’évaluation des risques.

a) Information et consultation du CSE

Le CSE a pour mission de promouvoir la santé, la sécurité et l’amélioration des conditions de travail dans l’entreprise.

Par ailleurs, dans les entreprises de plus de 50 salariés, le CSE est informé et consulté sur les questions intéressant l’organisation, la gestion et la marche générale de l’entreprise, notamment sur la durée du travail ou les conditions d’emploi, de travail et de formation professionnelle ainsi que sur tout aménagement important modifiant les conditions de santé et de sécurité ou les conditions de travail.

C’est le cas pour :
- les modifications importantes de l’organisation du travail ;
- le recours à l’activité partielle ;
- les dérogations aux règles relatives à la durée du travail et aux repos.

Pour ces matières, les décisions de l’employeur doivent être précédées du recueil de l’avis du CSE. Le CSE doit être informé de la tenue de la réunion au cours de laquelle il sera consulté au moins 3 jours à l’avance.

Le recours à la visioconférence est encouragé si nécessaire pour éviter les contacts physiques et si l’urgence l’exige, l’employeur peut prendre des mesures conservatoires d’organisation du travail avant d’avoir effectué la consultation.

b) Réunions à la demande des représentants du personnel

Le comité peut être réuni à la demande motivée de deux de ses membres, sur des sujets relevant de la santé, de la sécurité ou des conditions de travail.

c) Réunions à la demande des représentants du personnel
Si un membre du CSE constate qu’il existe une cause de danger grave et imminent, notamment par l’intermédiaire d’un salarié qui a fait jouer son droit de retrait, il en avise immédiatement l’employeur ou son représentant et consigne cet avis par écrit sur un registre prévu à cet effet.

Il est alors fait application de la procédure prévue aux articles L. 4132-2 et suivants du Code du travail.",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Les réunions de négociation collective peuvent-elles se tenir en présentiel pendant l’épidémie de COVID-19 ?,"S’il y a un caractère d’urgence à la négociation (respect du calendrier législatif ou conventionnel des négociations, nécessités liées à la réponse à la crise sanitaire) et que la réunion des négociateurs peut être organisée en respectant les consignes de sécurité sanitaire et les gestes barrières, ces derniers peuvent bénéficier de l’autorisation de déplacement dérogatoire, au même titre que les salariés dont l’activité n’est pas compatible avec le télétravail et qui doivent se rendre sur leur lieu de travail.

Néanmoins, compte tenu du contexte d’épidémie, il est recommandé à toutes les entreprises et les branches professionnelles d’organiser, en cette période de crise sanitaire, les réunions de négociation collective à distance.",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Les réunions de négociation collective peuvent-elles se tenir en vidéo-conférence ou en audioconférence pendant l’épidémie de COVID-19 ?,"Le principe de loyauté de la négociation collective impose que les négociations soient menées collectivement. L’ensemble des parties à la négociation doivent être convoquées aux réunions, sous peine de nullité de l’accord (cass. soc. 12 oct. 2006, no 05-15.069) et, si des réunions bilatérales sont possibles (CE 4 juil. 2012, no 337698), les étapes essentielles de la négociation doivent se dérouler en présence de toutes les parties à la négociation (à l’exclusion de celles ayant été régulièrement convoquées et ayant refusé d’y participer). Il est ainsi nécessaire que les représentants de salariés puissent s’exprimer et débattre en présence de l’ensemble des parties.

Rien ne s’oppose donc à ce que l’ensemble des parties à la négociation soient convoquées pour participer à une réunion de négociation par voie de visioconférence ou, à défaut, d’audioconférence, pour autant que les conditions dans lesquelles elle se déroule permettent de respecter le principe de loyauté de la négociation.

D’un point de vue pratique, de nombreuses solutions en ligne existent désormais pour organiser des visioconférences réunissant un nombre relativement important de personnes.",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Les accords collectifs peuvent-ils être signés à l’aide d’une signature électronique ?,"Les entreprises et les branches professionnelles peuvent mettre en place un dispositif de signature électronique répondant aux exigences du règlement européen n° 910-2014 et de l’article 1367 du code civil – à savoir : être liée au signataire de manière univoque, permettre d’identifier le signataire, avoir été créée à l’aide de données de création de signature électronique que le signataire peut, avec un niveau de confiance élevé, utiliser sous son contrôle exclusif, être liée aux données associées à cette signature de telle sorte que toute modification ultérieure des données soit détectable. Cette solution est parfaitement sûre juridiquement, une signature électronique délivrée par un prestataire de services de certification électronique ayant la même valeur qu’une signature manuscrite.

De nombreux prestataires en ligne proposent désormais un service payant de signature électronique (entre 20 et 50 euros par utilisateur pour un mois).",,,,,,,,,,,,,,,,,,,,
